drinkid,category_name,img,title,price,description,score,alcohol,style_info,aroma_info,flavor_info,finish_info,smoothness_info,enjoy_info,pairing_info,page
103,레드 와인,https://cdn.imweb.me/thumbnail/20211110/fa3ed2479d6a7.png,[ 검붉은 과실 ] 서브미션 까베르네 소비뇽 ( 미국와인 ),"25,900원",검붉은 진한 과실의 농축된 피니쉬,,,,,,,,,"chicken, pizza, 치킨, 피자",
104,레드 와인,https://cdn.imweb.me/thumbnail/20211012/d87e81e8f79e8.png,[ 블랙커런트 ] 몬테스 알파 까베르네 소비뇽 ( 칠레와인 ),"29,900원",?드라이 파밍 농법 향상된 과실 풍미,,,,,,,,,"chicken, pizza, 치킨, 피자",
105,레드 와인,https://cdn.imweb.me/thumbnail/20211012/d66d2399c279c.png,[ 검은 과실 ] 올드 쟈비르 언폴스 ( 호주와인 ),"35,900원",재밌는 블렌딩으로 검은 과실과 살짝의 후추 향에 좋은 밸런스가 있는 와인,,,,,,,,,"chicken, pizza, 치킨, 피자",
106,레드 와인,https://cdn.imweb.me/thumbnail/20211110/d3240316cbc41.png,[ 블랙베리 ] 텍스트북 까베르네 소비뇽 ( 미국와인 ),"59,900원",미국 나파밸리 까베르네 소비뇽의 교과서,,,,,,,,,"chicken, pizza, 치킨, 피자",
107,레드 와인,https://cdn.imweb.me/thumbnail/20211110/39f381e9b850f.png,[ 베리류 ] 웬티 베이어 랜치 진판델 ( 미국와인 ),"28,900원",편하게 마시기 좋은 데일리와인,,,,,,,,,"chicken, pizza, 치킨, 피자",
108,레드 와인,https://cdn.imweb.me/thumbnail/20211012/371d00cb006c9.png,[ 말린 자두 ] 라 피유 벨 ( 칠레와인 ),"115,000원",칠레 프리미엄과 예술의 만남,,,,,,,,,"chicken, pizza, 치킨, 피자",
109,레드 와인,https://cdn.imweb.me/thumbnail/20211012/04dc02e222dcc.png,[ 스파이스 ] 몬테스 알파 엠 ( 칠레와인 ),"139,000원",2019 칠레 대통령 방한 만찬 와인,,,,,,,,,"chicken, pizza, 치킨, 피자",
110,레드 와인,https://cdn.imweb.me/thumbnail/20211008/f605b0af168ee.png,[ 초콜릿 ] 디바 래빗 ( 스페인와인 ),"24,900원",더 래빗 유기농 와인 시리즈,,,,,,,,,"chicken, pizza, 치킨, 피자",
111,레드 와인,https://cdn.imweb.me/thumbnail/20211012/13a4bcb3fc185.png,[ 라즈베리 ] 로쏘 디 몬탈치노 일 포지오네 ( 이탈리아와인 ),"34,900원",결점 없는 품질 와인 콩쿠르 고득점,,,,,,,,,"chicken, pizza, 치킨, 피자",
112,레드 와인,https://cdn.imweb.me/thumbnail/20211012/4f5407b8be396.png,"[ 다크체리, 허브 ] 찌솔라 ( 이탈리아와인 )","25,900원",높은 알콜과 다크체리향이 어우러진 맛,,,,,,,,,"chicken, pizza, 치킨, 피자",
113,레드 와인,https://cdn.imweb.me/thumbnail/20211008/7d13685b7dbb0.png,[ 모카 ] 덕혼 디코이 레드와인 ( 미국와인 ),"40,900원",메를로 명가에서 탄생한 가성비 블렌딩,,,,,,,,,"chicken, pizza, 치킨, 피자",
114,레드 와인,https://cdn.imweb.me/thumbnail/20211110/f23defce22426.png,[ 오크 ] 엘 페르디구에로 바리카 ( 스페인와인 ),"25,900원",인위적인 맛이 없는 버터리한 4.0 와인,,,,,,,,,"chicken, pizza, 치킨, 피자",
115,레드 와인,https://cdn.imweb.me/thumbnail/20211012/9cffc54d8abb2.png,[ 자두 ] 피오체사레 돌체토달바 ( 이탈리아와인 ),"37,900원",어릴 때 즐기는 발랄한 매력,,,,,,,,,"chicken, pizza, 치킨, 피자",
116,레드 와인,https://cdn.imweb.me/thumbnail/20211008/69cb4b883ece0.png,"[ 체리,라벤더 ] LFE 멜롯 ( 칠레와인 )","9,900원",칠레에서 4번째로 큰 와이너리,,,,,,,,,"chicken, pizza, 치킨, 피자",
117,레드 와인,https://cdn.imweb.me/thumbnail/20211008/52c5db49e6eb6.png,[ 오크 ] 그레이스 하비스트 토로 블랙로즈 ( 스페인와인 ),"39,800원",영원한 사랑의 전달자,,,,,,,,,"chicken, pizza, 치킨, 피자",
118,레드 와인,https://cdn.imweb.me/thumbnail/20211110/33743646c83cb.png,[ 허브 ] 티베리 라 토레 로쏘 ( 이탈리아와인 ),"48,900원",구조감이 뛰어나며 포도 본연의 퓨어한 매력을 잘 보여주는 내추럴와인?,,,,,,,,,"chicken, pizza, 치킨, 피자",
119,레드 와인,https://cdn.imweb.me/thumbnail/20211110/ba2ddcbe30ce5.png,[ 블랙베리 ] 서브미션 레드블렌드 ( 미국와인 ),"25,900원",레이블부터 맛까지 핫한 대세 와인,,,,,,,,,"chicken, pizza, 치킨, 피자",
120,레드 와인,https://cdn.imweb.me/thumbnail/20211110/ed41b2ab61483.png,[ 고추잡채 ] 오르페오 ( 이탈리아와인 ),"39,900원",부드러운 탄닌감의 풀바디 와인,,,,,,,,,"chicken, pizza, 치킨, 피자",
121,레드 와인,https://cdn.imweb.me/thumbnail/20211210/bd430e2dcb1d1.png,"[ 블루베리,꽃 ] 토마시 아마로네 ( 이탈리아와인 )","66,900원",안젤리나졸리가 사랑한 이탈리아 4대와인,,,,,,,,,"chicken, pizza, 치킨, 피자",
122,레드 와인,https://cdn.imweb.me/thumbnail/20211210/0af299230ca81.png,"[ 오크,블랙베리 ] 루첸테 ( 이탈리아와인 )","62,000원","와인스팩 테이터, 제임스 서클링 모두 고득점을 받은 와인",,,,,,,,,"chicken, pizza, 치킨, 피자",
123,레드 와인,https://cdn.imweb.me/thumbnail/20211210/1a43251b9bc07.png,"[ 오크,블랙베리 ] 샤또 딸보 ( 프랑스와인 )","145,000원",거스 히딩크가 극찬한 와인,,,,,,,,,"chicken, pizza, 치킨, 피자",
124,레드 와인,https://cdn.imweb.me/thumbnail/20211217/569f9d81085a6.png,"[ 딸기,바닐라 ] 발비 소프라노 바르바레스코 ( 이탈리아와인 )","64,900원","굉장히 우아한 스타일의 레드와인, 3차향까지 다양하게 느껴볼 수 있는 와인",,,,,,,,,"chicken, pizza, 치킨, 피자",
125,레드 와인,https://cdn.imweb.me/thumbnail/20211217/1d94d2561dcf0.png,"[ 블랙베리,오크 ] 미스터 믹 쉬라즈 ( 호주와인 )","24,900원",남호주 TOP 와인 수차례 선정된 와이너리의 와인,,,,,,,,,"chicken, pizza, 치킨, 피자",
126,레드 와인,https://cdn.imweb.me/thumbnail/20211217/eeffea3c25ab3.png,"[ 장미,가죽 ] 바바 바롤로 ( 이탈리아와인 )","139,000원",대한민국 주류대상 대상 수상 와인?,,,,,,,,,"chicken, pizza, 치킨, 피자",
127,레드 와인,https://cdn.imweb.me/thumbnail/20211217/261c75bd94dab.png,"[ 크랜베리,미네랄 ] 모알라 부르고뉴 피노누아 ( 프랑스와인 )","38,900원",모알라 양조장만의 기법으로 만든 와인?,,,,,,,,,"chicken, pizza, 치킨, 피자",
128,레드 와인,https://cdn.imweb.me/thumbnail/20211217/e43499fe88d58.png,"[ 블랙베리,오크 ] 카를로 사니 프리미티보 디 만두리아 ( 이탈리아와인 )","38,900원",프리미티보 100%의 거친 타닌이 매력적인 와인?,,,,,,,,,"chicken, pizza, 치킨, 피자",
129,레드 와인,https://cdn.imweb.me/thumbnail/20211217/920e0a02d860a.png,"[ 블랙베리,후추 ] 제프까렐 라띠흐 ( 프랑스와인 )","26,900원",50년이상된 포도나무에서 생산한 와인?,,,,,,,,,"chicken, pizza, 치킨, 피자",
130,레드 와인,https://cdn.imweb.me/thumbnail/20220105/1dde233bcea27.png,"[ 블랙베리,오크 ] 팀 아담스 쉬라즈 ( 호주와인 )","39,900원",남호주 TOP 와인 수차례 선정된 와이너리의 와인,,,,,,,,,"chicken, pizza, 치킨, 피자",
131,레드 와인,https://cdn.imweb.me/thumbnail/20211217/46fd4e36e51f7.png,"[ 송로버섯,장미 ] 발비 소프라노 바롤로 ( 이탈리아와인 )","68,900원",오픈 2시간후 변하는 와인?,,,,,,,,,"chicken, pizza, 치킨, 피자",
132,레드 와인,https://cdn.imweb.me/thumbnail/20211217/66b9d27875254.png,"[ 블루베리,초콜렛 ] 캐년오크 캘리포니아 까베르네소비뇽 ( 미국와인 )","16,900원",진한 과일과 오크풍미를 표현하는 가성비?,,,,,,,,,"chicken, pizza, 치킨, 피자",
133,레드 와인,https://cdn.imweb.me/thumbnail/20211217/93439f3a71cdb.png,"[ 배,체리 ] 바바 리베라 바르베라 다스티 ( 이탈리아와인 )","37,900원",어린포도나무로 현대적이고 개성있는 와인?,,,,,,,,,"chicken, pizza, 치킨, 피자",
134,레드 와인,https://cdn.imweb.me/thumbnail/20211217/8dd409c227297.png,[ 오크 ] 오케스트라 뗌프라니요-쉬라 ( 스페인와인 ),"11,900원",과일과 탄닌의 조화와 구운 오크터치 ?,,,,,,,,,"chicken, pizza, 치킨, 피자",
135,화이트 와인,https://cdn.imweb.me/thumbnail/20211008/35f7efa2e9751.png,[ 복숭아 ] 디킨 샤르도네 ( 호주와인 ),"5,900원",싱그러움이 주머니에 쏘옥,,,,,,,,,"chicken, pizza, 치킨, 피자",
136,화이트 와인,https://cdn.imweb.me/thumbnail/20211008/d48d80935ca00.png,[ 패션푸르츠 ] 라다치니 블랑 드 까베르네 ( 몰도바와인 ),"19,900원",100% 적포도인 까베르네 소비뇽,,,,,,,,,"chicken, pizza, 치킨, 피자",
137,화이트 와인,https://cdn.imweb.me/thumbnail/20211110/47ae327b9092f.png,[ 라임 ] 하하 소비뇽블랑 ( 뉴질랜드와인 ),"19,900원",하하 : 마오리어로 맛나는 것,,,,,,,,,"chicken, pizza, 치킨, 피자",
138,화이트 와인,https://cdn.imweb.me/thumbnail/20211008/fdd3e6e1f1ccd.png,[ 파인애플 ] 산타헬레나 샤르도네  ( 칠레와인 ),"9,900원",열대과일의 아로마가 짙은 화이트 와인,,,,,,,,,"chicken, pizza, 치킨, 피자",
139,화이트 와인,https://cdn.imweb.me/thumbnail/20211008/d45bb2a7a8afa.png,"[ 복숭아, 꿀 ] 빌라 욜란다 모스카토 다스티 블랙 에디션 ( 이탈리아와인 )","23,900원","풍성한 기포, 달콤한 맛",,,,,,,,,"chicken, pizza, 치킨, 피자",
140,화이트 와인,https://cdn.imweb.me/thumbnail/20211008/65e4284dd44d7.png,[ 시트러스 ] 우이보 커르티두 ( 포르투갈와인 ),"42,900원",가볍게 마실 수 있는 내추럴 와인,,,,,,,,,"chicken, pizza, 치킨, 피자",
141,화이트 와인,https://cdn.imweb.me/thumbnail/20211110/d55a34b560731.png,[ 패션푸르츠 ] 머드하우스 소비뇽블랑 ( 뉴질랜드와인 ),"27,900원",뉴질랜드 싱그러운 소비뇽블랑,,,,,,,,,"chicken, pizza, 치킨, 피자",
142,화이트 와인,https://cdn.imweb.me/thumbnail/20211013/21b1582979a7d.png,[ 청사과 ] 카네파 클라시코 모스카토 ( 칠레와인 ),"12,900원",유럽에서 인기 있는 칠레와인 중 하나,,,,,,,,,"chicken, pizza, 치킨, 피자",
143,화이트 와인,https://cdn.imweb.me/thumbnail/20211008/5326b417f8162.png,"[ 레몬, 풋사과 ] 3 리오스 ( 포르투갈와인 )","25,900원","포루투갈 그린와인, 강 라벨을 뜯는 재미",,,,,,,,,"chicken, pizza, 치킨, 피자",
144,화이트 와인,https://cdn.imweb.me/thumbnail/20211014/b1ce229e66266.png,[ 열대과일 ] 클라우디베이 소비뇽 블랑 ( 뉴질랜드와인 ),"51,000원",뉴질랜드 말보로 소비뇽 블랑의 교과서,,,,,,,,,"chicken, pizza, 치킨, 피자",
145,화이트 와인,https://cdn.imweb.me/thumbnail/20211110/6ed70ded7a323.png,[ 청사과 ] 피우피우 리슬링 ( 독일와인 ),"49,900원",자연적인 스파클링 와인,,,,,,,,,"chicken, pizza, 치킨, 피자",
146,화이트 와인,https://cdn.imweb.me/thumbnail/20211014/595471a0c285f.png,[ 사과 ] 콘도르 안디노 토론테스 ( 칠레와인 ),"9,900원",식전주로 가볍게 마시기 좋은 와인,,,,,,,,,"chicken, pizza, 치킨, 피자",
147,화이트 와인,https://cdn.imweb.me/thumbnail/20211008/84e361e904356.png,"[ 오크, 크림 ] 로버트 몬다비 버본배럴 샤도네이 ( 미국와인 )","36,900원",6000명이 선택한 4.0 와인,,,,,,,,,"chicken, pizza, 치킨, 피자",
148,화이트 와인,https://cdn.imweb.me/thumbnail/20211012/5b30f6552b296.png,[ 핵과일 ] 르 뽀또 블랑 ( 프랑스와인 ),"35,900원",잘 익은 핵과일의 아로마와 함께 깨끗한 산미와 미네랄을 느낄 수 있다,,,,,,,,,"chicken, pizza, 치킨, 피자",
149,화이트 와인,https://cdn.imweb.me/thumbnail/20211013/03c35377446c4.png,[ 바게트 ] 브레드앤버터 샤도네이 ( 미국와인 ),"45,900원",과일 향 위에 부드러운 오크와 버터의 향기,,,,,,,,,"chicken, pizza, 치킨, 피자",
150,화이트 와인,https://cdn.imweb.me/thumbnail/20211014/4f9936d2664bd.png,[ 미네랄 ] 파우파우 리슬링  ( 독일와인 ),"35,900원",파우파우 : Enjoy!,,,,,,,,,"chicken, pizza, 치킨, 피자",
151,화이트 와인,https://cdn.imweb.me/thumbnail/20211008/55e80ad8417d7.png,"[ 레몬, 흰꽃 ] 루갯 블루 ( 프랑스와인 )","23,900원","비건 와인, 포도 알맹이로만 양조",,,,,,,,,"chicken, pizza, 치킨, 피자",
152,화이트 와인,https://cdn.imweb.me/thumbnail/20211110/aab1266a0d464.png,"[ 파인애플, 벌꿀 ] LFE 시그니처 샤르도네 ( 칠레와인 )","10,900원",열대과일 향이 물씬 나는 화이트와인,,,,,,,,,"chicken, pizza, 치킨, 피자",
153,화이트 와인,https://cdn.imweb.me/thumbnail/20211110/353f758d95358.png,[ 청사과 ] 카사로호 무쏘 소비뇽블랑 ( 스페인와인 ),"17,900원",와이너리에 대한 존경이 담긴 유기농와인,,,,,,,,,"chicken, pizza, 치킨, 피자",
154,화이트 와인,https://cdn.imweb.me/thumbnail/20211013/5ac87ee40fb1f.png,"[ 사과, 복숭아 ] 바콜로 비앙코 ( 이탈리아와인 )","25,900원",아파시멘토로 생산되어 농밀한 향,,,,,,,,,"chicken, pizza, 치킨, 피자",
155,화이트 와인,https://cdn.imweb.me/thumbnail/20211008/b3a2dade2e39f.png,"[ 시트러스, 트로피칼 ] 새틀라이트 소비뇽블랑  ( 뉴질랜드와인 )","27,900원",뉴질랜드 대표 와이너리의 와인,,,,,,,,,"chicken, pizza, 치킨, 피자",
156,화이트 와인,https://cdn.imweb.me/thumbnail/20211110/91e5d916a289c.png,[ 청사과 ] 마르 데 프라데스 알바리뇨 아틀란티코 ( 스페인와인 ),"49,900원",가격에 넘친 맛과 수준인 와인,,,,,,,,,"chicken, pizza, 치킨, 피자",
157,화이트 와인,https://cdn.imweb.me/thumbnail/20211110/ae7b889d334d7.png,[ 배 ] 페어뷰 달링 슈냉 블랑 ( 남아공와인 ),"25,900원",신선한 과일감,,,,,,,,,"chicken, pizza, 치킨, 피자",
158,화이트 와인,https://cdn.imweb.me/thumbnail/20211110/2b5cf2d648305.png,[ 복숭아 ] LFE 리제르바 샤도네이 ( 칠레와인 ),"15,900원",조리된 흰살 생선과의 궁합은 가히 환상,,,,,,,,,"chicken, pizza, 치킨, 피자",
159,화이트 와인,https://cdn.imweb.me/thumbnail/20211110/fc667f169d872.png,[ 자몽 ] 러시안잭 소비뇽 블랑 ( 뉴질랜드와인 ),"27,900원","신선한 허브향과 함께 열대 과일의 풍미, 미네랄의 힌트가 훌륭한 조화를 보여준다",,,,,,,,,"chicken, pizza, 치킨, 피자",
160,화이트 와인,https://cdn.imweb.me/thumbnail/20211014/aa81d4fc2779f.png,[ 레몬 ] 프리마 피에트라 피노 그리지오 ( 이탈리아와인 ),"16,900원",주말 아침 브런치와 함께하기 좋은 와인,,,,,,,,,"chicken, pizza, 치킨, 피자",
161,화이트 와인,https://cdn.imweb.me/thumbnail/20211110/898656ab56580.png,"[ 레몬, 열대과일 ] 머피굿 캘리포니아 샤도네이 ( 미국와인 )","28,900원",풍성한 과실과 오크의 버터리함,,,,,,,,,"chicken, pizza, 치킨, 피자",
162,화이트 와인,https://cdn.imweb.me/thumbnail/20211228/b486093483040.png,[ 라임 ] 코르보 블랑 ( 프랑스와인 ),"38,900원",가성비 끝판왕 내추럴와인,,,,,,,,,"chicken, pizza, 치킨, 피자",
163,화이트 와인,https://cdn.imweb.me/thumbnail/20211110/9646b32afabb7.png,[ 배 ] 요하네스호프 라이니쉬 로트기플러 ( 오스트리아와인 ),"33,900원",오스트리아에서만 자라는 토착품종,,,,,,,,,"chicken, pizza, 치킨, 피자",
164,화이트 와인,https://cdn.imweb.me/thumbnail/20211110/5e6e469a719ba.png,"[ 들꽃, 복숭아 ] 로델리아 비앙코 ( 이탈리아와인 )","16,900원",우아한 밸런스를 지녔으며 마지막 잔까지 향기로운 와인,,,,,,,,,"chicken, pizza, 치킨, 피자",
165,화이트 와인,https://cdn.imweb.me/thumbnail/20211013/8a271e67c7348.png,[ 잔디 ] 미션 소비뇽블랑 ( 뉴질랜드와인 ),"27,900원",뉴질랜드 동산을 달리는듯 한 즐거움을 담은 와인,,,,,,,,,"chicken, pizza, 치킨, 피자",
166,화이트 와인,https://cdn.imweb.me/thumbnail/20211014/c7538de8139f2.png,[ 감귤 ] 테누테 누렐리 피에트라그란데 ( 이탈리아와인 ),"26,900원",편하게 마시기 좋은 데일리 와인,,,,,,,,,"chicken, pizza, 치킨, 피자",
167,화이트 와인,https://cdn.imweb.me/thumbnail/20211012/e25b81174430e.png,"[ 벌꿀, 황도 ] 아랄티카 모스카토 다스티 돌체 ( 이탈리아와인 )","19,900원",sqnpl 마크 와인재배 최소개입 퀄리티 보장,,,,,,,,,"chicken, pizza, 치킨, 피자",
168,화이트 와인,https://cdn.imweb.me/thumbnail/20211008/ffe65b7764e2d.png,[ 시트러스 ] 서던오션 ( 뉴질랜드와인 ),"28,900원",비비노 4.1점 사랑 받은 화이트와인,,,,,,,,,"chicken, pizza, 치킨, 피자",
169,화이트 와인,https://cdn.imweb.me/thumbnail/20211008/f2045155c7973.png,[ 사과 ] 까사로호 마리모레나 ( 스페인와인 ),"31,900원",기분 좋게 마시기 좋은 와인,,,,,,,,,"chicken, pizza, 치킨, 피자",
170,화이트 와인,https://cdn.imweb.me/thumbnail/20211110/709352626af75.png,"[ 시트러스, 바닐라 ] 서브미션 샤르도네  ( 미국와인 )","25,900원",레몬 향에 오크 숙성의 은은한 향,,,,,,,,,"chicken, pizza, 치킨, 피자",
171,화이트 와인,https://cdn.imweb.me/thumbnail/20211110/a6311df184b2d.png,"[ 멜론, 사과 ] 마스카 델 타코 루 에따 피아노 ( 이탈리아와인 )","28,900원",( 비비노 4?? ) ?생생한 과일 향을 지속적으로 느낄 수 있으며 적당한 산미가 마시는 내내 입안을 향기롭게 해주는 화이트 와인,,,,,,,,,"chicken, pizza, 치킨, 피자",
172,화이트 와인,https://cdn.imweb.me/thumbnail/20211008/145b8882390d0.png,[ 오크 ] 루이 라뚜르 뿌이 퓌세 ( 프랑스와인 ),"54,900원",버건디 200년이상 역사인 와이너리,,,,,,,,,"chicken, pizza, 치킨, 피자",
173,화이트 와인,https://cdn.imweb.me/thumbnail/20211110/5ae1ac27b2906.png,"[ 자두, 복숭아 ] 티베리 라 토레 비앙코 ( 이탈리아와인 )","48,900원","은은한 자두, 복숭아 풍미, 가벼운 암모니아 향, 깔끔한 산미",,,,,,,,,"chicken, pizza, 치킨, 피자",
174,화이트 와인,https://cdn.imweb.me/thumbnail/20211012/30cf5d7f82d0b.png,[ 사과 ] 티아라 플레티넘 ( 이탈리아와인 ),"9,900원",더운 여름 탄산음료처럼 가볍게!,,,,,,,,,"chicken, pizza, 치킨, 피자",
175,화이트 와인,https://cdn.imweb.me/thumbnail/20211008/6fe0132271dc9.png,[ 레몬 ] 덕혼 디코이 소비뇽 블랑 ( 미국와인 ),"40,900원",오바마가 선택한 와이너리,,,,,,,,,"chicken, pizza, 치킨, 피자",
176,화이트 와인,https://cdn.imweb.me/thumbnail/20211008/1c160c99e9075.png,[ 과일 사탕 ] 루갯 망고 ( 프랑스와인 ),"23,900원","비건 와인, 포도 알맹이로만 양조",,,,,,,,,"chicken, pizza, 치킨, 피자",
177,화이트 와인,https://cdn.imweb.me/thumbnail/20211008/924c23ad78515.png,"[ 복숭아, 살구 ] 슐로스 폴라즈 괴테 스페셜  ( 독일와인 )","37,900원",2015코리아 와인 은메달 수상,,,,,,,,,"chicken, pizza, 치킨, 피자",
178,화이트 와인,https://cdn.imweb.me/thumbnail/20211008/e942d36e875e1.png,[ 감귤 ] 로버트 몬다비 나파밸리 퓌메블랑 ( 미국와인 ),"59,900원",오늘 시원하게 한잔!,,,,,,,,,"chicken, pizza, 치킨, 피자",
179,화이트 와인,https://cdn.imweb.me/thumbnail/20211008/1d85d0f17364d.png,"[ 배, 아몬드 ] 챠밍 래빗 ( 프랑스와인 )","24,900원",유기농법 토끼와 함께 만든 와인,,,,,,,,,"chicken, pizza, 치킨, 피자",
180,화이트 와인,https://cdn.imweb.me/thumbnail/20211110/dbef6b0b12d78.png,[ 열대과일 ] 쎄멜리 테아  ( 그리스와인 ),"46,900원",기분 좋은 시원한 산미와 리컨텍으로 더 풍만함을 더해서 그리스만의 스페셜함을 담은 와인 (2015디켄터95pts),,,,,,,,,"chicken, pizza, 치킨, 피자",
